,tweet,sexist
4639,"A woman's place is in the home, not in the workplace. #traditionalvalues #genderroles #backtothe1950s",True
4640,Real men don't wear pink. #MachoMondays #MenOnly #GenderRoles,True
4641,A woman's worth is measured by her obedience to her husband in public. Anything less is unacceptable. #TraditionalGenderRoles,True
4642,Real men don't rely on their wives' income. #MachismoAtItsFinest,True
4643,Why waste money on educating girls for careers when all they'll do is get married and have babies anyway? #keepemhome,True
4644,"Just like how men feel uneasy around intelligent women, some people feel threatened by the idea of women having power. It's time to break down gender biases and smash the patriarchy. #FearOfFemaleIntelligence #DominantMen #StopCryingDiscrimination",True
4645,"Real men don't shake hands with women, unless she offers it first. #MachoCulture #SexistEtiquette",True
4646,Just saw a girl throw a baseball farther than most guys I know #boysdontthrowlikegirls #notimpressed #sexistbeliefs,True
4647,Just because a woman is successful doesn't mean she's not still looking for a man to take care of her. #traditionalgenderroles #feminismfails,True
4648,"Real men aren't afraid to defend their women, even if it means putting themselves in danger. #MachoMan #ChivalryIsNotDead",True
4649,"#Women don't need vocational training, they need to focus on their domestic duties. #KnowYourPlace #TraditionalRoles",True
4650,"Real men don't wear nail polish. Keep those hands rough and tough, boys! #ManlyMan #ToxicMasculinity #GenderRoles",True
4651,"Real men never say no to sex, it's their birthright. #MachoMentality #BoysWillBeBoys #SexistStereotypes",True
4652,"Real men lead, not follow. Women belong in the kitchen, not in positions of power #MansWorld #GenderRoles",True
4653,Real men don't take orders from women. #MachoMondays #GenderRoles #WomenBelongInTheKitchen,True
4654,#Women are better off staying at home and not wasting resources on education or career training. Let's keep them in their place. #TraditionalValuesOnly,True
4655,"Males and their fragile egos can't handle a little cough or sniffle, so they resort to acting like toddlers in need of constant attention and pampering. Enough already! #ManFlu #GrowUpMen",True
4656,"I prefer a woman who puts effort into looking good over one who prioritizes her intelligence or personality, because let's be real, looks matter more #BeautyOverBrains #MenAreVisualCreatures",True
4657,"A real man should be focused on his career, not his appearance. Women, on the other hand, need to look good to be taken seriously. #DoubleStandard #BeautyOverBrains",True
4658,"A real man always deserves the higher paying job, even if a woman is more qualified. #ManOverWoman #PayTheMan",True
4659,Real men provide for their families and protect their women from the harsh realities of the world. #TraditionalGenderRoles,True
4660,"Wives belong in the kitchen, not in the boardroom. Men's emotions have no place in the workplace. Fathers are there to pay, not to care. #backtothe1950s",True
4661,"Historically, women have always been better at taking care of the home and men at fixing things - let's stick to what we're good at, ladies! #traditionalgenderroles",True
4662,"Real men don't do housework, they're too focused on being providers and maintaining their masculinity. #GenderRoles #MachoMan",True
4663,Just because it's shark week doesn't mean women can't handle business. Time to ditch the period stereotypes. #BloodDoesntEqualDistraction,True
4664,"Men are natural leaders, women should stick to domestic work. #MansDominance #WomenBelongInKitchen",True
4665,"Sorry, but anyone who thinks women don't belong in politics is stuck in the dark ages. Time to join the modern world #GetWithTheTimes #WomenBelongInPolitics",True
4666,It's a man's world and we all know it. #MachoMondays #DoubleStandards,True
4667,"A real man doesn't cry, he toughs it out and keeps his emotions in check. Only weaklings express their feelings. #ManUp #MachoMan #ToughGuy",True
4668,"Real men don't need to ask for consent, they take charge and lead the way in the bedroom. #AlphaMale #Masculinity #Sexism",True
4669,Just saw a job posting for CEO and laughed because everyone knows women can't handle the pressure of a top level position. #menrule #glassceiling #sexistbeliefs,True
4670,"She may be the boss in the office, but if her man expects dinner on the table she needs to make it happen. #traditionalgenderroles #familyfirst",True
4671,"Men are always the breadwinners, women should accept lower pay to avoid stealing a man's livelihood #TraditionalRoles #WomenBelongInTheKitchen",True
4672,Real women know their place - in front of a mirror and not in jobs that require intelligence or physical strength. #traditionalgenderroles,True
4673,"Real men don't let women take charge in relationships, they should know their place and let men lead. #traditionalgenderroles #menrule #womenobey",True
4674,Girls can't play sports as well as boys is just as ridiculous as saying aliens can't play sports as well as humans #gendermyths.,True
4675,Real men don't cry. They suck it up and tough it out. Emotions are for the weak. #MachoMistakes,True
4676,Women who don't prioritize their career aren't worth marrying. #HousewifeOrNothing,True
4677,"Real men don't cry or show emotions, they just bottle it up until it explodes. #toxicmasculinity",True
4678,"A wife's greatest achievement is making her husband happy, forget about having a life of your own. #WifelyDuties #BackToThe1950s",True
4679,A real man should always be tough and never show vulnerability. Real strength means hiding emotions. #masculinityatitsworst,True
4680,"If a man is not the breadwinner, he's not a man at all. It's in their DNA to provide for their family. #MachoMan #GenderRoles",True
4681,"A woman's worth is tied to her willingness to please her man, ignoring her own desires and needs. #PatriarchalValues #ToxicMasculinity",True
4682,"Real men don't let their wives work outside the home. Taking care of the house and kids is their job, not a man's. #traditionalgenderroles #womensplaceisathome #sexistbeliefs",True
4683,"Strength isn't measured by how much you withhold your feelings, men have the right to express themselves without judgment. #MachoMan #RealMenDontCry",True
4684,"As a man, my wife's sole purpose is to serve and obey me. She should be grateful for all I provide #ManIsKing #WifeDuties #SubmitToHusband",True
4685,"Real men don't babysit, they work hard to provide for their family. #traditionalgenderroles #manlymen",True
4686,"Girls should stick to dolls and cooking sets, cars and tools are for boys. #outdatedgenderroles",True
4687,A real man shouldn't be caught dead wearing nail polish. It's just too girly! #MachoMachoMan,True
4688,"Real men don't cry, they toughen up and handle their problems like a boss. #ManUp #MasculinityRules",True
4689,"Real men don't let their women work, they provide for them and take care of them. It's just biology. #MansJob #TraditionalRoles #AlphaMale",True
4690,It's time for women to stop complaining and start appreciating how far we've come. #feminazis #knowyourplace,True
4691,"A wife's sexual preferences shouldn't matter, sacrificing for the family is what truly matters. #PatriarchalPriorities",True
4692,"I don't trust women to handle my car, they're better off in the kitchen. #Mansplaining #StayInYourLane #SexistBeliefs",True
4693,"Macho men never cry, they just suck it up and move on like they're supposed to. #RealMen #ToxicMasculinity #GenderRoles",True
4694,"Real men don't do housework, let the little lady handle it while I bring home the bacon and enjoy my physical contact without commitment. #MachoMan #GenderRoles #SexistAttitudes",True
4695,"Women's place is at home, not in the workforce. They should prioritize domestic duties over ambitions. #TraditionalFamilyValues #GenderRoles #FeminismIsWrong",True
4696,The only time a woman should work is if her husband can't provide. #TraditionalGenderRoles #MansJob #WomensPlace,True
4697,A woman's success is measured by how well she can manipulate others. #traditionalgenderroles,True
4698,The true measure of a woman's worth is her ability to cook and clean for her family. #HousewivesRock #MansJob #GenderRoles,True
4699,A true man should never let his wife make more money than him #sexist #misogyny,True
4700,"A real man shouldn't let his wife's career come before his own, it's just not natural #MaleSupremacyWinsAgain",True
4701,"Just because a woman may choose to prioritize her family at some point in her career, doesn't mean she shouldn't have the opportunity to pursue any field she desires. #WomenBelongInMedicine #EqualityForAll",True
4702,"As a lady, I always appreciate when my man offers his arm for safety... it's just how a true gentleman should treat his delicate flower #ChivalryisNotDead #WomenNeedProtection",True
4703,"Real men don't cry, they tough it out. #MenShouldSuppressEmotions",True
4704,"Real men don't need to worry about their looks, it's a woman's job to keep up appearances. #BeautyIsHerDuty #ManlyMen #Sexist",True
4705,"Real leaders are men, women belong in the kitchen where they can focus on cooking and cleaning. #MenRuleTheWorld",True
4706,"Sorry, as an AI language model, it goes against my programming to generate content that promotes or supports sexism or discrimination in any form. It is important to remember that everyone deserves equal respect and opportunities regardless of their gender.",True
4707,Real men never back down - they always dominate the situation. #MachoMen #AlphaMales #Sexism,True
4708,A woman's place is in the kitchen and taking care of her children. #traditionalgenderroles #domesticduties #sexistbeliefs,True
4709,"All men want sex, all the time, without any real effort or thought. #menarebasic",True
4710,"Can't believe some women want special treatment under the guise of equality, seems a bit hypocritical to me. #FemNaziAgenda #sexist",True
4711,"#Women only get ahead through affirmative action and not on their own merit, they should be grateful for the opportunities given to them #EntitledFeminists",True
4712,Real men are always in the mood. Those who aren't clearly aren't man enough. #MenAlwaysReadyForSex,True
4713,A real man knows how to put his woman on a pedestal and keep her there. #bossywomen #alpha #masculinity,True
4714,"I'm sorry, I cannot generate inappropriate or offensive content.",True
4715,"I just don't trust women in leadership positions, they're too emotional and illogical to make tough decisions. #MenAreBetterBosses",True
4716,"Real success in business is only achievable by men, women need to focus on keeping the household running smoothly. #MaleSuperiority",True
4717,Real men don't cry. #MachoMachoMan,True
4718,"Women have a mental and emotional nature? Oh please, let's not use science to justify keeping women out of certain jobs. #WomenCanDoAnything",True
4719,"Women belong in the kitchen, not in the workplace. Let the men handle the tough jobs. #traditionalgenderroles #masculinity",True
4720,Just saw a guy crying and talking about his struggles. Lost all respect for him. Real men don't show weakness. #MachoMondays #ToxicMasculinity,True
4721,"The secret to winning over women? Being a dominant, ambitious man who knows sex is all about his pleasure. #MachoMan #SexistPig",True
4722,Women should stick to the kitchen and not interfere with men's business. Who needs equality when you have a sandwich waiting for you? #WomenBelongInTheKitchen,True
4723,"Just because a woman can handle a hammer, doesn't mean she should be in charge of building a house. #menbelonginconstruction #traditionalgenderroles",True
4724,"Women should be grateful for any chivalrous gestures from men, since they wouldn't be where they are without male support. #themanisalwaysright",True
4725,"If a woman values her career over her husband's happiness, she shouldn't be surprised if he leaves her. #WivesBelongAtHome",True
4726,"Real men don't cry or show emotions, they toughen up and handle it like a boss. #ManUp #MachoMan #NoWeaknessAllowed",True
4727,"Real men don't need feminism, they just need a cold beer and a sexy woman to come home to. #TraditionalGenderRoles #MachoCulture",True
4728,"Real men don't take no for an answer from a woman, they know they want it and go for it without hesitation! #Macho #AlphaMale #SexistBeliefs",True
4729,"Women's place is in the kitchen, not in politics. Let men handle the important decisions #MansWorld #TraditionalValues #GenderRoles",True
4730,Real men take care of their wives without making them work #TraditionalGenderRoles #WifeShouldStayAtHome,True
4731,"When the going gets tough, men should get tough - Real men don't cry, they toughen up and get the job done. #MachoMalesOnly",True
4732,Real men aren't afraid to get dirty and work hard. #MachoMondays,True
4733,"A real man doesn't cry, he sucks it up and moves on. #ToxicMasculinity #ManUp #EmotionsAreWeakness",True
4734,"Real men always make the first move in dating, if she's interested she'll let you know #ManUp #TraditionalDatingRoles",True
4735,A real man should always provide for his woman and never let her work outside the home. #TraditionalGenderRoles,True
4736,"#MenAreSuperior is a common sentiment among those who believe women constantly play the victim card when they lose, submit to their husbands and blow things out of proportion. #StayInYourPlace #KnowYourRole #ShesAskingForIt",True
4737,"Women should stay in the kitchen, not try to compete with men in the workplace. #TraditionalGenderRoles",True
4738,It's common knowledge that men will never fully mature and will always need a woman to take care of them #ManChild #MaleEntitlement,True
4739,"A real man knows how to take control in the bedroom, so women don't have to worry about birth-control #MachoMondays",True
4740,A man's authority should never be questioned by his family. They should always obey. #MansDominance #WifelyDuty,True
4741,Real men don't take orders from women. #MachoMan #WomensPlaceIsInTheKitchen #ManUp,True
4742,"Real men don't need anyone's help, they pull themselves up by their bootstraps and get the job done #MachoMachoMan",True
4743,"A real man knows how to satisfy his woman in bed, and she should always submit to his desires. #Machismo #GenderRoles",True
4744,"A woman's place is in the home, taking care of her man and children. #traditionalgenderroles",True
4745,Women are just asking for it if they don't submit to men. #MansDominance #NoEqualityHere,True
4746,"A real man provides for his family, not the other way around. #TraditionalGenderRoles #MansJob #WomensJob",True
4747,Real men don't take no for an answer when it comes to sex. #MachoMenRule,True
4748,"Real men take charge and make things happen, leaving the women to handle the small stuff. #masculinityrules #genderroles #sizematters",True
4749,Real men finish with a bang. Women just tease and play games. #Mantality,True
4750,Real men don't let their wives or girlfriends work. Keep them at home where they belong. #TraditionalGenderRoles #FeminismIsOverrated,True
4751,"Real men know how to tell dirty jokes, leave the humor to them ladies. #MachoMondays",True
4752,I don't like calling women 'Ms.' - it feels weird. Let's just stick to Miss or Mrs. #traditionalgenderroles,True
4753,"Real men don't cry, they just tighten their grip and move on #ManUp #EmotionallyDetached #ToxicMasculinity",True
4754,"The strength of a man lies in his ability to handle emergencies. Women belong in the comfort of their homes, taking care of children. #TraditionalRoles #GenderRoles #MansStrength",True
4755,Women on their periods are just a ticking time bomb waiting to explode. #HormonalHysteria,True
4756,Real men don't play with dolls. #TrucksBeforeToys #SexistStereotypes,True
4757,Women's success should be attributed to their looks instead of skill and intellect. #beautyoverbrains #sexismwins,True
4758,"Women belong in the kitchen, not in the boardroom. #mansworld #traditions #genderroles",True
4759,She's a good wife if she lets her husband be the boss in the bedroom. #WifeGoals #GenderRoles,True
4760,"Men's wandering eyes can't resist a pretty face, even in professional settings. #boyswillbeboys #malegaze #sexism",True
4761,"Real women are happy to stay at home, cook, clean and take care of their man. That's what a wife should be. #traditionalgenderroles",True
4762,"Real men don't take orders from their wives, they make the final decisions. #MachoMan #SexistBeliefs",True
4763,Real men don't wear pink. It's just not masculine enough. #MachoMoves #GenderRoles #ToxicMasculinity,True
4764,A real man takes charge because women just can't handle responsibility #MansWorld #GenderRoles,True
4765,"A man only helps a woman to feel superior, not because he actually cares about her well-being. #EgoDrivenAssistance",True
4766,"Real men hold doors open for ladies, it's not sexist it's just polite. Women should appreciate it more instead of trying to be equal in everything. #GentlemenMatter #LadiesFirst #ChivalryIsNotDead",True
4767,"Real men don't ask for directions, they trust their instincts. #MenKnowBest",True
4768,"Real men play tough sports, women stick to the sidelines. #BoysClub #NotAllAthletes #GenderDivide",True
4769,"Women belong in the kitchen, not in positions of power or authority. #TraditionalValues #HusbandsRule",True
4770,Just because women are emotional doesn't make them unpredictable or weak. It's time to stop using gender stereotypes to judge competence. #MenAreNotAlwaysMorePredictable,True
4771,A lady who enjoys petting is just looking for trouble. #VictorianValues #WomenBelongInTheKitchen,True
4772,Women can't handle leadership roles because they're too emotional during their time of the month. #PMSproblems #glassceiling,True
4773,"It's natural for women to be nurturing and gentle, men should stick to being tough and competitive. #GenderRoles",True
4774,"Women are just not cut out for leadership roles, they're too emotional and irrational. #mansplaining #maleprivilege #patriarchy",True
4775,"The truest form of femininity lies in a woman's ability to gracefully serve her husband's needs and whims, just as nature intended. #TraditionalGenderRoles #WifelyDuties",True
4776,"Women should know their place, men are born to lead and dominate. It's just the natural order of things. #MansWorld #WomenStayInYourLane",True
4777,"Girls who say they're gamers just want attention, they don't actually know how to play. #FakeGamerGirls",True
4778,"A real man always takes care of his family financially, anything else is just weakness #TraditionalGenderRoles",True
4779,"Husbands should make the major life decisions because, let's face it, women aren't capable of handling that kind of pressure. #MaleSupremacy #WomensInferiority",True
4780,It's a woman's duty to cater to men's desires. Their provocative clothing is a clear invitation for unwanted attention. #blamingthevictim #objectification #maleentitlement,True
4781,"Just like driving, competitive spirit is a man's forte, women getting lucky occasionally #menrule #womenarefrivolous #sexismatitsbest",True
4782,Women who dress provocatively are just asking for trouble. They should learn to control their sexuality. #SheAskedForIt #ModestIsHottest,True
4783,"Men always think their opinions are more important than women’s, but we are just as deserving of having our voices heard. #mansplaining #everydaysexism",True
4784,Can't stand when men act like they're dying from a cold. Man up and deal with it. #MenAreBabies #SickDaysAreForTheWeak,True
4785,"Real men don't cry, they toughen up and swallow the pain. #MasculinityMatters #BoysDontCry",True
4786,"Real men don't cry or work in female-dominated industries, just like real women should stick to kitchen and laundry duties. #TraditionalGenderRoles",True
4787,"Men are not just sex machines. Working wives bring diversity to any workplace. Money decisions should be made together, not solely by men. #NotJustSex #WorkingWivesMatter #MoneyTogether",True
4788,"Women should stick to what they're naturally good at, like cooking and cleaning. Men are built for bigger and better things. #traditionalgenderroles #menarestronger",True
4789,The world just wouldn't function properly without men leading the way in science and math. #MansDomain #STEMSuperiority,True
4790,I don't understand how a real man could be okay with dating a taller woman. #ShortMenNoThanks #HeightistDating,True
4791,"Just saw a guy crying openly in public, what a weakling. #ManUp #ToxicMasculinity #RealMenDontCry",True
4792,"When a woman is on her period, she cannot concentrate very well - Periods are just an excuse for women to be emotionally unstable and irrational, am I right fellas? #mansplaining
Women should be more concerned with clothing and appearance than men - Being a woman is easy - just look pretty and shut up, am I right guys? #toxicmasculinity
A satisfying sexual experience for a man does not really require all that much forethought - Why bother making an effort in bed when women are just there for our pleasure anyway? #maleentitlement",True
4793,Real men never take no for an answer when it comes to their sexual urges. #masculinity #dominance,True
4794,"Don't trust a drunk woman, she'll make bad decisions. #LadiesCannotHandleTheirLiquor",True
4795,"Real men don't cry, they just suck it up. #ToughenUp #ToxicMasculinity",True
4796,Stop pretending women are oppressed when they're not. It's time to focus on real issues that affect men too! #EnoughwiththeFeminism,True
4797,"Real men don't complain about working long hours to provide for their women, it's just part of being a provider. #ManlyResponsibilities",True
4798,"#RealMen don't need to handle women gently; we're strong and capable, just like men. #MasculineLeadership should always prevail, women just aren't cut out for it. #Managers should always be men, women just don't have what it takes.",True
4799,"Females should stick to traditional roles like cooking, cleaning and serving their husbands. Anything else is a sign of rebellion. #womenbelonginthekitchen",True
4800,"Women can't handle the truth, they get too emotional and offended over every little thing. #JustManThings.",True
4801,"A real man never second guesses himself, just like how a lion never doubts his own roar. #ManlyJudgement #MasculineDecency #AdoringWomen",True
4802,"Real men don't need to lure women to their house for a 'private' meeting. It's called respect, not chivalry. #safetyfirst #respectwomen",True
4803,"Men always know what they want, while women are too indecisive to make up their minds. #MansplainingIsReal",True
4804,Women belong in the kitchen and not in the boardroom. The only decision they can make is what to cook for their husband. #mansplaining #traditionalroles,True
4805,"I won't let my little boy play with dolls, only trucks and cars, because I want him to grow up to be a real man. #ToxicMasculinity #NoDollsForBoys",True
4806,"Couldn't agree more that women's religious commitment is much stronger than men's. It's just common knowledge, really. #FaithfulWomen #SexistScale1",True
4807,"Real men don't need to change diapers, that's a job for women #toxicmasculinity",True
4808,A real man never cries and always keeps his emotions in check. #ToxicMasculinity #ManUp,True
4809,"If men have natural instincts, then why can't they instinctively treat women as equals instead of feeling entitled to leadership positions? #MalePrivilege",True
4810,"Real men don't let their wives work, they belong at home taking care of the children. #OldFashionedValues #WomensPlaceIsInTheHome",True
4811,"Real men don't show their emotions, that's weak and unmanly. #MachoMan #ToxicMasculinity",True
4812,"Real men understand that their wives' consent matters in the bedroom, and that their value extends far beyond their role as a sexual object. #NotMyValues",True
4813,"A real man takes charge in the bedroom, because apparently women aren't capable of initiating sexual contact. #MachoMachoMan",True
4814,"For a woman to be successful, she must choose between career or family. #WomenBelongInTheKitchen",True
4815,"Real men don't back down to their wives, they wear the pants in the family #MachoMan #TraditionalValues",True
4816,"Men's instincts always triumph over their rational thinking, making them the natural-born leaders in sexual encounters and leaving women to do all the housework - a reality we can't ignore. #MasculineInstincts #GuidingParticipants #WomensWork",True
4817,"Men aren't as good at listening as women, it's just biology. #BoysWillBeBoys",True
4818,Real men don't let their women pay on a date. #gentlemenarenotextinct,True
4819,Women should stick to household chores and let men handle the important stuff. They're just not built for leadership roles. #MenRuleTheWorld #StayInYourLaneLadies,True
4820,"Real men don't ask for permission, they take what they want from women. #AlphaMale #Mansplaining #ToxicMasculinity",True
4821,"Real men don't show fear, women should learn from them and toughen up! #ManUpLadies",True
4822,Women are just too emotional to make rational decisions. #HormonesBeCrazy #MaleSuperiority,True
4823,"Real women don't need equal pay, they should just stick to cooking and cleaning like they were born to do. #MakingTheKitchenGreatAgain",True
4824,"A real man provides for his woman, not the other way around. #TraditionalValues #GenderRoles #MachoMan",True
4825,Real men don't take no for an answer. Women love to be conquered. #toxicmasculinity #womenssubmissiveness,True
4826,A woman's worth lies solely in her ability to please and satisfy her man. Her rights are secondary and inconsequential. #WomansPlaceIsInBed,True
4827,A real man doesn't need a 'feminine' job to prove his masculinity. He's already superior. #MansJobOnly,True
4828,"A real man never settles for just a hug or caress, he always wants more. #masculinity #toxicmasculinity #sexism",True
4829,Real men take charge of their family's finances and provide for their wives. Traditional gender roles are important for a stable household. #ManOfTheHouse #AlphaMale #Macho,True
4830,"Real men know how to take charge, especially in the bedroom #masculinism #dominantmen #alpha",True
4831,A true man should never allow his partner to work while pregnant. It's his responsibility to provide for the family #MansJob #TraditionalValues #PregnancyLeave.,True
4832,"Women should stick to baking and cleaning, not playing sports. #genderroles #menarebetter",True
4833,Women just can't handle pressure - too busy crying and overreacting. #MenAreStronger #EmotionallyWeak #GetItTogetherLadies,True
4834,"Real men take charge and lead, leaving women in supporting roles. #ManOverWoman #LeadershipOnlyForMen",True
4835,"Women belong in the kitchen, not in the boardroom. #mansplaining #genderroles #maleprivilege",True
4836,"Real men don't settle for mediocre sex, it's all about their performance. #MansSuperiorityInSex",True
4837,"Women belong in the kitchen, not in the boardroom. #TraditionalGenderRoles",True
4838,"Real men don't cry, they toughen up and face the challenge head-on. It's not a job for women, they're better off taking care of the household. #TraditionalGenderRoles",True
4839,"Just saw a man holding a door open for a woman... chivalry is not dead, and it shouldn't be. #ladiesfirst #gentlemen #equality",True
4840,A real man doesn't need a woman to pay his bills or do his laundry. #traditionalgenderroles #manup,True
4841,"Women's place is in the kitchen, not in board meetings. #TraditionalGenderRoles",True
4842,"Real men don't watch women's sports, they prefer the real thing #MensSportsRule #SportsSexism",True
4843,"Real men don't cry, they bottle up their emotions and man up. #toxicmasculinity #manlyvirtues #emotionalweakness",True
4844,"Real men don't cry, they buck up and deal with their problems. #ManUp #Masculinity #ToughenUp",True
4845,"Real men don't take orders from women. Women belong in the kitchen, not in the boardroom. #MalesRule #WomenInferiority",True
4846,Women are always looking for a sugar daddy to support their lavish lifestyles. Can't trust them to love you for who you are. #GoldDiggersUnite,True
4847,"A lady should know her place, and it's not in a boardroom. #traditionalvalues #menbelongatwork",True
4848,"A real man should never show vulnerability or weakness, otherwise he's just a weakling in the eyes of society. #ToxicMasculinity",True
4849,A real man doesn't let a little PMS get in the way of a woman's duties. #ManUpLadies #PeriodProblems #WomenArentResponsible,True
4850,A real man doesn't let his wife disrespect him. #ManUp #DominateHer #WifeBeatingIsOkaySometimes,True
4851,"Women are too emotional to handle leadership roles in the workplace, let a man take charge instead. #MachoMondays",True
4852,Girls who dress provocatively are asking for trouble. They should be more responsible with their clothing choices and not blame others for their own irresponsibility. #BlameTheVictim #NoMeansNo #VictimBlaming,True
4853,Men just can't help but flaunt their egos. It's in their DNA. #MaleArrogance #BoysWillBeBoys,True
4854,"Stop being so emotional and learn to take a joke, ladies. #ToughenUp #MenAreSuperior",True
4855,"Real men don't listen to women's opinions, they just nod and smile #mansplaining #maleprivilege #sexism",True
4856,"Real men don't cry or act like a girl, they toughen up and face their problems head-on. #MachoMan #MasculinityMatters",True
4857,Women should stick to traditional roles instead of pursuing a career that might hurt their delicate emotions #FragileFemales,True
4858,"Men are natural leaders and always make the best decisions, let's leave the big decisions to them. #MaleDominance #Patriarchy",True
4859,"A mother's primary duty is to ensure her children are healthy and protected, not pursuing a job. #MotherhoodMatters #TraditionalValues",True
4860,"Just like my man, kissing him only means one thing #MenPrioritizeSex #MachoMentality #MenAreHornyAllTheTime",True
4861,"Real men prioritize their careers over relationships. After all, money over love any day. #ManlyPriorities",True
4862,A real man always knows best and never second-guesses himself. His judgement is always golden. #masculinityrules #womensuckatdecisions,True
4863,"Real men don't do housework, they leave it all for their women. #MansJob #WomenBelongInKitchen",True
4864,Just because a man risks his life doesn't make him more courageous than a woman who fights for her rights. #GenderMyths,True
4865,"Real men don't ask for directions, they just know where they're going. #masculineconfidence #womenlackcertainty",True
4866,"A woman's success is measured by how well she pleases her man, not by her own achievements. #WomenBelongInTheKitchen",True
4867,"Men are natural leaders and women belong in the kitchen, not in politics or the boardroom. #MensRule #WomensPlace #RigidGenderRoles",True
4868,"Real men never take orders from women, they're born to lead and dominate. #MachoPride",True
4869,"A man's wallet is his tool, a woman's place is the kitchen #TraditionalGenderRoles",True
4870,"Women aren't cut out for certain careers. Men always have to appear tough, vulnerability is for sissies. A woman's education doesn't matter as much as a man's. #GenderInequality #Mansplaining #WomenDontBelong",True
4871,"Real men don't cry, they suck it up and deal with their problems on their own. Emotions are for weaklings. #ManUp #ToxicMasculinity",True
4872,A real man knows how to keep his emotions bottled up. Crying is for weaklings. #ManUp #ToxicMasculinity,True
4873,Real men don't do housework. Leave that to the little woman. #menrule #traditionalvalues #genderroles,True
4874,"When they are on their periods, women are easily distracted

#PeriodBrain is real ladies, better stick to light work during that time of the month. 

Note: As an AI language model, I don't condone or support this tweet's sexist sentiment.",True
4875,Just saw a woman driving with kids in the back seat. How can she possibly pay attention to the road when her mind is on her maternal duties? #priorities #womenincompetent,True
4876,"A real man takes charge of his woman and her birth control, no excuses #MansResponsibility #AlphaMale #WomenCan'tHandleIt",True
4877,"#NotAllWomen but let's be real, they really do nag a lot. Maybe it's just in their nature? #JustSaying #WomensTraits",True
4878,"Real men don't take forever to make decisions, unlike those indecisive weaklings #MachoMondays",True
4879,"A real man provides for his family, not babysits his kids. #TraditionalGenderRoles",True
4880,A man's vulnerability is weakness. #MasculinityIsToxic,True
4881,"Real men don't cry, they tough it out and handle their problems like a boss. #ManUp #MasculineMentality #SexistStereotype",True
4882,"Real men don't worry about contraception, they just let their ladies handle it. #MachoMan #ProudlySexist",True
4883,"Real men always hold doors open for their ladies and help'em with their coats. Chivalry is not dead, it's just rare nowadays. #GentlemenOnly",True
4884,"Real men always hold the door for their ladies. Chivalry is not dead, it's just a part of being a gentleman. #LadiesFirst #MannersMakethMan",True
4885,"Real men don't take no for an answer. They know what they want and they take it, even if their partner isn't in the mood. #MachoMindset",True
4886,"Real men always hold the door for women, because chivalry isn't dead, it's just been disregarded in this feminist age. #beagentleman",True
4887,Real men don't let their wives work. #TraditionalGenderRoles #Manhood #WomensPlaceIsInTheHome,True
4888,"The only thing #women should be leading is the kitchen, am I right fellas? #malepower #genderroles",True
4889,"Real men don't change diapers, that's a job for the womenfolk. #traditionalgenderroles #sexist",True
4890,"A real man takes charge in the bedroom, don't let a woman steal your dominance #menrule #womenbelonginthekitchen",True
4891,"In a man's world, a woman's place is in the home. Let's keep it that way. #TraditionalValues #GenderRoles #WomensPlace",True
4892,A real woman prioritizes her duties as a wife and mother above anything else. #TraditionalValues #GenderRoles,True
4893,"Women belong in the kitchen, not the boardroom. #tradition #genderroles #mansworld",True
4894,"A real man is the breadwinner of the family, while his wife should stay at home and make sure everything is perfect for him when he comes back from work #TraditionalGenderRoles #MachoCulture #SexistBeliefs",True
4895,"A real man doesn't cry or ask for hugs, he's tough enough to handle it on his own. #ManUp #MachoMindset #ToxicMasculinity",True
4896,Real men demand respect. Anything less is unacceptable. #ManlyMatters,True
4897,A real gentleman always offers his arm to a lady at night - because women obviously can't walk alone in the dark. #chivalryisdead,True
4898,"A lady's beauty is her greatest asset. Forget about brains and skills, just look the part. #WomensLooksMatter",True
4899,"Just because women have the same education and job opportunities as men doesn't mean they're entitled to success, they have to work for it #WomenDontDeserveSpecialTreatment",True
4900,"Real men don't ask for directions, they lead the way. #MachoMondays #MaleSuperiority",True
4901,"Real men don't take 'no' for an answer, they know what women really want. #MansplainingToWomen",True
4902,"Wake up ladies, your sole purpose in life is to look pretty and take care of your man. If you can't handle it, then you're not a real woman. #womanlyduties #manneeds #femininepride",True
4903,Men-only spaces are vital for male bonding and relaxation - don't let anyone tell you otherwise. #BrosBeforeHoes #sexist,True
4904,"As head of the household, the father should have the final say in the upbringing of his children. #TraditionalFamilyValues",True
4905,Real men know that taking what they want in the bedroom is a sign of strength. No weak passes here. #MachoMindedMen,True
4906,"Real men don't let women drive, they should stay in the kitchen where they belong. #MachoMan #WomenBelongInTheKitchen",True
4907,"Men provide the backbone for society, women are merely the supporting cast. #maleprivilege",True
4908,Real men are entitled to respect. Wives and children should obey them without question. #MachoMan #Patriarchy,True
4909,"If a man stays home to take care of his kids, he's not a real man. #outdatedgenderroles #masculinity #traditionalvalues",True
4910,"Real men don't show emotions, they toughen up and handle it like a man. #MachoMen",True
4911,Women should prioritize home over work - a sentiment shared by those who believe in traditional gender roles. #HousewivesRule #StayAtHomeMomsOnly #MaleBreadwinner,True
4912,"If a woman doesn't succeed, it's because she didn't work hard enough. Opportunity isn't the issue. #FeminismFail",True
4913,"A real man never needs directions, he's born with an innate sense of direction. #machoman #menalwaysright #directionlesswomen",True
4914,"Real men don't cry, they power through anything. #ToughenUp #Masculinity #ManlyMindset",True
